STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE,CAT10,CAT23,CAT29
6,        06 0021,1,1,1,5,0,2,89,0,'Shasta Lake             ',,'Interstate 5 & RR ','02-SHA-005-R28.14        ',99.99,45.277,1,5,1,40454200,122197000,199,3,1,69,1,1941,4,0,19500,2009,4,21.8,3,0,0,1,1,1,1,2,0,0,0,A,1,7,3,9,3,2,8,7,8.6,192,1093.6,0,0,17.2,18.9,99.99,R,0.49,R,30.4,0,7,7,7,9,N,1,63.5,1,47.1,7,4,3,5,9,6,35,1,1093.6,516,24,Y24,Y60,N  ,717,1115,,20548,4110,32521,2010,,,,1,N,2,,1,0,2008,1,5,0,1,29,1,,Y,8,37258,2034,,Y,5/16/18,B,A ,,,,,,,,,2,,69,2,G,7,20669.04
6,        19P0005,1,7,0,0,0,3,61,0,'N. Fork American River  ',,'Ponderosa Way     ','5.5 mi. SE of Weimar     ',99.99,0,0,,,39000000,120562375,48,3,69,69,9,1935,1,0,75,2017,2,3.7,0,0,0,0,0,0,0,3,0,0,0,A,1,5,3,10,3,2,1,3,3.6,39.6,67.7,0.2,0.2,3.6,4,99.99,N,0,N,0,0,5,6,3,5,N,3,27,3,16.1,3,3,N,5,6,3,31,1,67.7,516,24,Y24,Y24,N  ,516,916,,702,140,1179,2010,,,,0,N,3,,0,0,0,8,7,0,0,,0,,Y,2,156,2033,,Y,5/16/18,B,A ,,,,,,,,,1,,9.8,1,P,3,270.8
6,        1CA0070,1,6,6,0,0,7,111,58296,'MUGU LAGOON             ',,'LAGUNA ROAD       ','NBVC POINT MUGU          ',99.99,0,0,,,34060810,119061488,0,3,73,73,9,1949,2,0,200,2013,4,10,0,0,0,0,0,0,0,5,N,0,0,A,1,5,1,4,0,0,1,0,13.5,10.4,10.4,0,0,13.5,17.2,99.99,N,0,N,0,0,6,5,6,7,N,5,24.7,5,18.1,5,9,N,5,8,7,31,1,10.4,817,24,N  ,Y60,N  ,,817,,61,67,128,2017,,,,0,N,2,,0,0,0,2,6,8,8,2,0,1,Y,5,250,2032,,Y,5/25/18,B,Z ,,,,,,,,,0,,68.4,0,F,5,178.88
6,        1CA0095,1,8,0,0,0,11,73,66000,'BOONE DRIVE             ',,'VEHICLE ROAD      ','NAVAL MEDICAL CENTER     ',99.99,0,0,,,32433594,117084854,3,3,73,73,19,1985,2,2,100,2015,5,7.2,0,0,0,1,N,N,N,5,N,0,0,A,5,1,2,2,0,0,5,0,7.2,18.9,60.8,0.5,2.4,7.2,10.7,99.99,H,6.4,H,0.2,6.8,6,7,7,N,N,1,52.6,1,32.6,7,5,3,5,N,5,38,1,60.8,817,24,N  ,N  ,N  ,,,,18,1,19,2017,,,,0,N,2,,0,0,,1,1,N,8,20,0,,Y,N,100,2037,,Y,5/25/18,B,A ,,,,,,,,,2,,94,2,F,6,650.56
6,        1CA0141,1,6,6,0,0,7,111,58296,'DISTRICT #2 CANAL       ',,'MAIN ROAD         ','NBVC POINT MUGU          ',99.99,0,0,,,34065929,119054787,0,3,73,73,9,1948,2,0,200,2013,4,14.6,0,0,0,1,0,0,0,5,N,0,0,A,1,5,1,5,0,0,4,0,14.6,6.9,27.4,0.5,0.5,14.6,15.9,99.99,N,0,N,0,0,7,7,5,7,N,1,41.2,1,24.7,5,9,N,5,5,8,31,1,27.4,817,24,N  ,N  ,N  ,,,,96,21,117,2017,,,,0,N,2,,0,0,1960,2,6,8,8,2,0,,Y,5,250,2031,,Y,5/25/18,B,Z ,,,,,,,,,0,,79.1,0,F,5,435.66
6,        1CA0142,1,6,6,0,0,7,111,58296,'DISTRICT #2 CANAL       ',,'LAS POSAS ROAD    ','NBVC POINT MUGU          ',99.99,0,0,,,34064666,119053224,0,3,73,73,9,1948,4,0,200,2013,4,14.6,0,0,0,1,0,0,0,5,N,0,0,A,1,5,1,5,0,0,4,0,14.6,6.9,27.4,0.5,0.5,14.6,15.9,99.99,N,0,N,0,0,7,7,4,7,N,1,41.2,1,24.6,4,2,N,5,8,8,31,1,27.4,817,24,N  ,N  ,N  ,,,,132,28,159,2017,,,,0,N,2,,0,0,1960,2,6,8,8,2,0,,Y,5,250,2032,,Y,5/25/18,B,A ,,,,,,,,,1,,59.9,1,P,4,435.66
6,        1CA0417,1,8,0,0,0,11,73,23462,'CREEK                   ',,'SIDEWINDER RD.    ','NWSSBFA                  ',99.99,0,0,,,33212812,117172958,1,3,73,73,19,1990,2,0,1,2015,0,7,0,0,0,0,0,0,0,5,N,0,0,A,1,5,1,19,0,0,2,0,10.4,4.4,9.1,0,0,10.4,11,99.99,N,0,N,0,0,N,N,N,6,7,0,36.2,0,32.6,7,9,N,5,7,8,38,1,9.1,817,24,N  ,N  ,N  ,,,,4,30,34,2017,,,,0,N,2,,0,0,,N,N,N,N,2,0,,Y,5,2,2037,,Y,5/25/18,B,Z ,,,,,,,,,0,,97,0,G,7,100.1
6,        1CA0420,1,8,0,0,0,11,73,23462,'DEPOT LAKE              ',,'TERRIER ROAD      ','NWSSBFA                  ',99.99,0,0,,,33215890,117174289,1,3,73,73,19,1945,2,0,1,2015,0,6.2,0,39,0,0,0,0,0,5,N,0,0,A,1,5,1,7,0,0,2,0,6.2,4.4,8.9,0.3,0.3,6.2,6.8,99.99,N,0,N,0,0,6,6,7,6,N,0,36.2,0,32.6,6,5,N,5,8,5,38,1,8.9,817,24,N  ,N  ,N  ,,,,2,20,22,2017,,,,0,N,2,,0,0,,1,1,8,8,2,0,,Y,5,2,2037,,Y,5/25/18,B,Z ,,,,,,,,,0,,95,0,F,6,60.52
6,        1CA0450,1,6,6,0,0,7,111,58296,'DRAINAGE CANAL          ',,'PERIMETER ROAD    ','NBVC POINT MUGU          ',99.99,0,0,,,34065166,119075466,0,3,73,73,9,1950,1,0,30,2013,2,3.2,0,0,0,0,0,0,0,5,N,0,0,R,1,5,7,2,0,0,2,0,3.2,3.8,7.4,0,0,3.2,3.8,99.99,N,0,N,0,0,4,3,5,7,N,1,45.6,1,33.6,3,2,N,5,8,8,31,1,7.4,817,24,N  ,N  ,N  ,,,,16,27,43,2017,,,,0,N,3,,0,0,1973,8,7,0,0,1,0,,Y,5,30,2032,,Y,5/25/18,B,A ,,,,,,,,,1,,34,1,P,3,28.12
6,        1CA0482,1,8,0,0,0,11,73,0,'CHOLLAS CREEK           ',,'WARD ROAD         ','BETWEEN GATES #2 AND #3  ',99.99,0,0,,,32411542,117074325,5,3,73,73,19,1971,2,0,3300,2015,0,10.6,0,33,0,0,0,0,0,5,0,0,0,A,5,0,2,1,0,0,15,0,10.6,4.3,59.6,1.7,1.7,10.5,14.3,99.99,N,0,N,0,0,6,7,6,7,N,0,36.2,0,32.6,6,5,N,5,8,8,38,1,59.6,817,24,N  ,N  ,N  ,,,,1,107,108,2017,,,,0,N,2,,0,0,,1,5,N,8,10,0,1,Y,5,4000,2037,,Y,5/25/18,B,Z ,,,,,,,,,0,,95.2,0,F,6,852.28
6,        1CA0483,1,8,0,0,0,11,73,0,'PALETA STREAM           ',,'PEDESTRIAN-BICYCLE','ADJACENT TO GATE #9      ',99.99,0,0,,,32402841,117065567,0,3,73,73,19,1943,1,0,4,2015,0,3.5,0,16,0,0,0,0,0,5,0,0,0,A,5,5,2,1,0,0,7,0,3.5,4.7,26.5,0.2,0.8,3.5,5.2,99.99,N,0,N,0,0,7,7,5,7,N,0,36.2,0,32.6,5,3,N,5,9,8,38,1,32.6,817,24,N  ,N  ,N  ,,,,37,24,61,2017,,,,0,N,3,,0,0,,1,6,0,0,0,0,,Y,5,4,2037,,Y,5/25/18,B,A ,,,,,,,,,2,,67,2,F,5,137.8
6,        1CA0484,1,8,0,0,0,11,73,0,'PALETA CREEK            ',,'CUMMINGS ROAD     ','ADJACENT TO GATE #9      ',99.99,0,0,,,32402808,117065598,8,3,73,73,19,1969,4,0,4000,2015,0,13.7,0,16,0,0,0,0,0,5,0,0,0,A,5,5,2,1,0,0,5,0,13.7,4.7,26.3,1.8,0.4,13.7,16.6,99.99,N,0,N,0,0,6,7,6,7,N,0,36.2,0,32.6,6,2,N,5,8,6,38,1,26.3,817,24,N  ,N  ,N  ,,,,46,45,91,2017,,,,0,N,2,,0,0,,1,5,N,8,10,0,1,Y,5,4400,2037,,Y,5/25/18,B,A ,,,,,,,,,2,,76.1,2,F,6,436.58
6,        1CA070A,1,6,6,0,0,7,111,58296,'MUGU LAGOON             ',,'LAGUNA ROAD       ','NBVC POINT MUGU          ',99.99,0,0,,,34060860,119061480,0,3,73,73,9,1949,2,0,200,2013,3,10,0,6,0,0,0,0,0,5,N,0,0,A,1,5,1,19,0,0,5,0,10,1.8,9.2,0,0,13.7,19.5,99.99,N,0,N,0,0,N,N,N,7,6,0,54.4,0,32.6,6,9,N,5,8,8,,1,9.2,817,24,N  ,Y60,N  ,,817,,11,22,33,2017,,,,0,N,2,,0,0,0,1,6,8,8,2,0,,Y,5,250,2032,,Y,5/25/18,B,Z ,,,,,,,,,0,,97,0,F,6,179.4
6,        1CA0859,1,6,6,0,0,7,111,58296,'DRAINAGE CANAL          ',,'PERIMETER ROAD    ','NBVC POINT MUGU          ',99.99,0,0,,,34072319,119092120,0,3,73,73,9,1971,1,0,30,2013,2,4,0,0,0,0,0,0,0,5,N,0,0,P,1,5,3,3,0,0,1,0,4,20.8,20.8,0.2,0.2,4,4.3,99.99,N,0,N,0,0,5,6,6,7,N,3,24.9,3,24.8,6,5,N,3,8,8,31,1,20.8,817,24,N  ,N  ,N  ,,,,9,56,65,2017,,,,0,N,3,,0,0,1980,8,7,0,0,1,0,,Y,5,30,2032,,Y,5/25/18,B,Z ,,,,,,,,,0,,73.2,0,F,5,89.44
6,        1CA2002,1,8,8,0,0,6,31,41166,'MORRISON CREEK          ',,'ENTRANCE ROAD     ','NAVY RESEARCH CENTER     ',99.99,0,0,,,38303910,121235660,1,3,73,73,9,1965,2,0,150,2013,5,8.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,2,1,0,0,3,0,8.5,9.8,24.9,1,0,8.5,9.6,99.99,N,0,N,0,0,6,7,6,8,N,0,44.4,0,32.6,6,6,N,5,9,8,38,1,24.9,817,24,N  ,N  ,N  ,,,,0,27,27,2017,,,,0,N,2,,0,0,0,1,1,0,0,2,0,1,Y,5,200,2032,,Y,5/25/18,B,Z ,,,,,,,,,0,,97,0,F,6,239.04
6,        1CA3102,1,8,0,0,0,11,73,0,'PALETA CREEK            ',,'FOURTH STREET     ','3/4MI N OF RECREATION WAY',99.99,0,0,,,32404202,117064154,1,3,73,73,19,1997,2,0,100,2015,0,8.2,0,0,0,N,N,N,N,5,N,0,0,A,5,5,1,19,0,0,3,0,8.2,3.7,11.3,1.2,0.2,8.2,20.1,99.99,N,0,N,0,0,N,N,N,6,7,0,36.2,0,32.6,7,6,N,5,6,8,,,11.3,817,24,N  ,N  ,N  ,,,,3,2,5,2017,,,,0,N,2,,0,0,,N,N,N,N,2,0,,Y,5,120,2037,,Y,5/25/18,B,Z ,,,,,,,,,0,,100,0,G,7,227.13
6,        1CA3103,1,8,0,0,0,11,73,0,'PALETA CREEK            ',,'DIVISION STREET   ','1/4MI N OF RECREATION WAY',99.99,0,0,,,32405436,117064589,1,3,73,73,19,1997,2,0,50,2015,0,4.9,0,25,0,N,N,N,N,5,N,0,0,A,5,5,1,19,0,0,3,0,9.1,4,12.4,1.7,1.7,0,0,99.99,N,0,N,0,0,N,N,N,6,7,0,36.2,0,32.6,7,N,N,5,6,8,38,1,12.4,817,24,N  ,N  ,N  ,,,,15,2,17,2017,,,,0,N,2,,0,0,,N,N,N,N,5,0,,Y,5,70,2037,,Y,5/25/18,B,Z ,,,,,,,,,0,*,100,0,G,7,60.76
6,        1CA5135,1,6,6,0,0,7,111,50496,'OXNARD DRAINAGE CANAL   ',,'STETHEM ROAD      ','NAVBASE PORT HUENEME     ',99.99,0,0,,,34091307,119124058,1,3,73,73,17,1971,2,0,500,2013,5,19.5,0,0,0,0,0,0,0,5,N,0,0,A,1,5,1,19,0,0,2,0,19.5,3.2,6.7,0,0,19,20.1,99.99,N,0,N,0,0,N,N,N,6,6,0,36.2,0,32.6,6,9,N,5,7,8,38,1,6.7,817,24,N  ,N  ,N  ,,,,49,3,52,2017,,,,1,N,2,,0,0,0,N,N,N,N,10,0,1,Y,5,600,2032,,Y,5/25/18,B,Z ,,,,,,,,,0,,95,0,F,6,134.67
6,        1CA8911,1,8,0,0,0,12,59,70686,'BOLSA CHICA CHANNEL     ',,'GOLF ROAD         ','NWS SEAL BEACH           ',99.99,0,0,,,33474960,118015820,1,3,73,73,19,1966,1,0,50,2015,1,3.2,0,34,0,0,0,0,0,5,0,0,0,K,1,5,3,3,0,0,1,0,3,17.4,17.4,0.2,0.2,3,3.4,99.99,N,0,N,0,0,4,7,7,7,N,1,5.8,1,3.4,0,0,N,0,8,8,38,1,17.4,817,24,Y24,N  ,N  ,817,,,30,2,32,2017,,,,0,N,3,,0,0,,8,7,0,0,0,0,,Y,5,50,2037,,Y,5/25/18,B,A ,,,,,,,,,1,,23.2,1,P,4,59.16
6,        1CA8912,1,6,0,0,0,12,59,70686,'BOLSA CHICA CHANNEL     ',,'GOLF ROAD         ','NWS SEAL BEACH           ',99.99,0,0,,,33473490,118022450,1,3,73,73,19,1966,1,0,50,2015,1,3,0,0,0,0,0,0,0,5,N,0,0,K,1,5,3,3,0,0,1,0,3,13.3,13.3,0.2,0.2,3,3.4,99.99,N,0,N,0,0,5,7,6,7,N,1,5.8,1,3.4,0,0,N,0,8,8,38,1,13.3,817,24,Y24,N  ,N  ,817,,,9,4,13,2017,,,,0,N,3,,0,0,,8,7,0,0,0,0,,Y,5,50,2037,,Y,5/25/18,B,A ,,,,,,,,,1,,25.2,1,F,5,45.22
6,        1CA8923,1,8,0,0,0,12,59,70686,'BOLSA CHICA CHANNEL     ',,'GOLF ROAD         ','NWS SEAL BEACH           ',99.99,0,0,,,33474490,118020670,1,3,73,73,19,1966,2,0,50,2015,0,6.1,0,0,0,0,0,0,0,5,N,0,0,A,1,5,1,19,0,0,2,0,6.1,3,6.2,0,0,6.1,6.6,99.99,N,0,N,0,0,N,N,N,6,7,0,36.3,0,32.7,7,5,N,5,8,6,38,1,6.2,817,24,N  ,N  ,N  ,,,,4,25,29,2017,,,,0,N,2,,0,0,,N,N,N,N,0,0,,Y,5,50,2037,,Y,5/25/18,B,Z ,,,,,,,,,0,,96,0,G,7,40.92
6,        28C0125,1,4,1,0,0,4,13,0,'Delta-Mendota Canal     ',,'Byron Highway     ','0.3 MI N Alameda CL      ',99.99,2.188,0,,,37484464,121344260,6,3,69,69,7,1953,2,0,3524,1998,5,9.1,0,0,0,N,N,N,N,5,0,0,0,A,1,5,2,19,0,0,3,0,9.1,4.6,14.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,7,0,50.4,0,32.4,7,N,N,5,7,8,,,0,716,48,N  ,Y60,N  ,,414,,0,0,0,,,,,0,N,2,,0,0,0,N,N,N,N,12,0,,Y,8,12780,2034,,Y,5/16/18,B,Z ,,,,,,,,,0,*,99,0,G,7,128.31
6,        2CA0001,1,6,1,0,0,0,73,0,'NCTD RAILWAY            ',,'DEL MAR ROAD      ','0.2 MILES WEST OF VANDEGR',99.99,0,0,,,33125950,117233000,1,3,73,73,7,1947,2,0,10675,2004,0,8.4,0,0,1,1,0,1,0,5,N,0,0,A,1,2,4,2,0,0,7,0,8.4,14,92.4,0.5,0.5,8.4,10.4,99.99,R,7,R,2.8,0,6,7,6,N,N,0,36.2,0,32.6,6,3,4,5,N,6,38,1,92.4,916,24,N  ,N  ,N  ,,,,5,17,22,2016,,,,0,N,2,,0,0,0,1,0,0,8,1,0,1,Y,N,12810,2029,,Y,5/10/17,B,A ,,,,,,,,,2,,77.3,2,F,6,960.96
6,        2CA0002,1,6,8,0,0,0,73,0,'NCTD RAILWAY            ',,'WIRE MOUNTIAN ROAD','0.1 MILE FROM STUART MESA',99.99,0,0,,,33125932,117232978,0,3,73,73,9,1954,2,0,50,2004,0,4.9,0,0,0,1,0,0,0,5,N,0,0,P,1,2,2,1,0,0,3,0,4.9,11.4,33.2,0,0,4.9,5.5,99.99,R,7.3,R,3.1,3.1,6,6,6,N,N,0,36.2,0,32.6,6,N,4,5,N,6,38,1,33.2,916,24,N  ,N  ,N  ,,,,9,28,35,2016,,,,0,N,3,,0,0,0,1,1,0,0,1,0,1,Y,N,60,2029,,Y,5/10/17,B,Z ,,,,,,,,,0,,88.5,0,F,6,182.6
6,        2CA0003,1,6,1,0,0,0,73,0,'NCTD RAILWAY            ',,'LAS PULGAS GATE BR','0.1 MILE FROM LAS PULGAS ',99.99,0,0,,,33185220,117284480,0,3,73,73,8,1960,2,0,50,2004,0,7.3,0,0,0,1,0,0,0,5,N,0,0,A,1,2,2,1,0,0,3,0,5.8,13.5,34.7,0,0,5.8,8.4,99.99,R,7,R,14,14,7,7,8,N,N,0,36.2,0,32.6,7,4,7,5,N,6,38,1,34.7,916,24,N  ,N  ,N  ,,,,0,35,35,2016,,,,0,N,2,,0,0,0,1,1,0,8,1,0,1,Y,N,60,2036,,Y,5/10/17,B,Z ,,,,,,,,,0,,91,0,G,7,291.48
6,        2CA0004,1,6,1,0,0,0,73,0,'SAN MATEO CREEK         ',,'SAN MATEO ROAD    ','SAN MATEO ROAD OVER SAN M',99.99,0,0,,,33250940,117321290,1,3,73,73,7,1970,2,0,4300,2004,0,7.9,0,40,0,1,0,1,1,5,0,0,0,R,1,5,2,1,0,0,5,0,7.9,7.6,38.1,0,0,7.9,10,99.99,N,0,N,0,0,6,7,6,5,N,0,36.2,0,32.6,6,3,N,5,8,8,38,1,38.1,916,24,N  ,N  ,N  ,,,,30,14,44,2016,,,,0,N,2,,0,0,0,1,1,0,8,1,0,1,Y,4,5160,2029,,Y,5/10/17,B,A ,,,,,,,,,2,,80.7,2,F,6,381
6,        2CA0005,1,6,1,0,0,0,73,0,'SAN ONOFRE CREEK        ',,'BASILONE ROAD     ','600' SE OF SAN JUAN RD   ',99.99,0,0,,,33232774,117302790,0,3,73,73,7,1960,2,0,4775,2004,0,12.2,0,0,0,1,0,0,0,5,0,0,0,A,5,5,2,1,0,0,5,0,12.2,12.8,64.6,1.2,0,12.2,14.3,99.99,N,0,N,0,0,6,7,7,6,N,0,36.2,0,32.6,7,6,N,5,6,8,35,1,64.6,916,24,N  ,N  ,N  ,,,,51,28,78,2016,,,,0,N,2,,0,0,0,1,1,8,8,1,0,1,Y,5,5730,2029,,Y,5/10/17,B,Z ,,,,,,,,,0,,98,0,F,6,923.78
6,        2CA0006,1,6,4,0,0,0,73,0,'S. FORK SAN ONOFRE CREEK',,'MOTOR TRANSPORT CO','260' SW OF BASILONE ROAD ',99.99,0,0,,,33225304,117290806,1,3,73,73,7,1960,2,0,50,2004,0,8.5,0,0,0,1,0,0,0,5,0,0,0,A,5,5,5,2,0,0,1,0,8.5,22.6,22.6,1.5,0,8.5,10.8,99.99,N,0,N,0,0,7,7,7,6,N,0,36.2,0,32.6,7,7,N,5,7,8,38,1,22.6,916,24,N  ,N  ,N  ,,,,10,32,42,2016,,,,0,N,2,,0,0,0,1,1,8,8,1,0,1,Y,5,60,2029,,Y,5/10/17,B,Z ,,,,,,,,,0,,98,0,G,7,244.08
6,        2CA0007,1,6,1,0,0,0,73,0,'S. FORK SAN ONOFRE CREEK',,'BASILONE ROAD     ','330' SE OF AIRFIELD ROAD ',99.99,0,0,,,33224113,117285102,1,3,73,73,7,1960,2,0,4775,2004,0,12.3,0,33,0,0,0,0,0,5,0,0,0,A,5,5,1,19,0,0,3,0,11.4,3.6,11.4,1.4,1.5,11.4,15.6,99.99,N,0,N,0,0,N,N,N,6,6,0,36.2,0,32.6,6,5,N,5,8,8,38,1,11.4,916,24,N  ,N  ,N  ,,,,4,45,49,2016,,,,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,5,5730,2029,,Y,5/10/17,B,Z ,,,,,,,,,0,,95.8,0,F,6,177.84
6,        2CA0008,1,6,1,0,0,0,73,0,'PIEDRA DE LA LUMBRE CRK ',,'LAS PULGAS ROAD   ','.3 MI NE OF STUART MESA R',99.99,0,0,,,33181790,117271150,1,3,73,73,7,1990,2,0,4920,2004,0,14.6,0,0,0,1,0,0,0,5,0,0,0,A,1,5,1,19,0,0,3,0,14.6,3.7,11.3,0,0,14.6,15.2,99.99,N,0,N,0,0,N,N,N,6,6,0,36.2,0,32.6,6,9,N,5,7,8,38,1,18,916,24,N  ,N  ,N  ,,,,5,22,27,2016,,,,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,5,5904,2029,,Y,5/10/17,B,Z ,,,,,,,,,0,,97.8,0,F,6,171.76
6,        2CA0009,1,6,1,0,0,0,73,0,'LAS PULGAS CREEK        ',,'BASILONE ROAD     ','0.1 MILE E OF LAS PULGAS ',99.99,0,0,,,33205180,117241410,1,3,73,73,7,1960,2,0,8150,2004,0,12.2,0,0,0,1,0,0,0,5,0,0,0,A,1,5,5,2,0,0,1,0,12.2,23.3,23.3,0,0,12.2,14.5,99.99,N,0,N,0,0,7,7,7,6,N,0,36.2,0,32.6,7,5,N,5,8,8,38,1,23.3,916,24,N  ,N  ,N  ,,,,5,35,40,2016,,,,0,N,2,,0,0,0,1,1,0,8,1,0,1,Y,5,9780,2029,,Y,5/10/17,B,Z ,,,,,,,,,0,,96.6,0,G,7,337.85
6,        2CA0010,1,6,1,0,0,0,73,0,'UNNAMED CREEK           ',,'VADO DEL RIO ROAD ','0.1 MILE E OF BASILONE RD',99.99,0,0,,,33190362,117205333,1,3,73,73,7,1960,3,0,1507,2004,0,12.7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,0,3,0,14.6,3,9.4,0,0,14.6,15.2,99.99,N,0,N,0,0,N,N,N,6,7,0,36.2,0,32.6,7,5,N,5,8,8,38,1,9.4,916,24,N  ,N  ,N  ,,,,55,34,39,2016,,,,0,N,2,,0,0,0,N,N,N,N,15,0,1,Y,5,1808,2029,,Y,5/10/17,B,Z ,,,,,,,,,0,,95.9,0,G,7,142.88
6,        2CA0011,1,6,1,0,0,0,73,0,'SANTA MARGARITA RIVER   ',,'BASILONE ROAD     ','0.3 MILE NW OF VANDEGRIFT',99.99,0,0,,,33184500,117204810,1,3,73,73,7,2000,2,0,10550,2004,0,12.2,0,0,0,1,0,1,1,5,0,0,0,A,1,5,6,5,0,0,7,0,12.2,50,349.9,0,0,12.2,13.3,99.99,N,0,N,0,0,6,6,6,5,N,0,36.2,0,32.6,6,5,N,5,8,8,38,1,349.9,916,24,N  ,N  ,N  ,,,,23,8,32,2016,,,,0,N,2,,0,0,0,1,1,0,8,1,0,1,Y,5,12660,2035,,Y,5/10/17,B,Z ,,,,,,,,,0,,98.5,0,F,6,4653.67
6,        2CA0012,1,6,1,0,0,0,73,0,'SANTA MARGARITA RIVER   ',,'STUART MESA ROAD  ','0.4 MILE NW OF VANDEGRIFT',99.99,0,0,,,33141547,117234139,1,3,73,73,7,1960,2,0,15000,2014,0,12.8,0,40,0,0,0,0,0,5,N,0,0,A,1,5,2,1,0,0,9,0,7.9,7.6,69,0,0,7.9,9.8,99.99,N,0,N,0,0,5,6,6,5,N,0,36.2,0,32.6,6,3,N,5,7,8,38,1,69,916,24,N  ,N  ,N  ,,,,47,43,90,2016,,,,0,N,2,,0,0,0,1,1,8,8,1,0,1,Y,5,18000,2034,,Y,5/10/17,B,A ,,,,,,,,,2,,76.1,2,F,5,676.2
